time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Gaussian Moving Average,Gaussian Moving Average.1,Gaussian Moving Average.2,Unnamed: 12,Volume,Short MA,Long MA,Cross,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ticker
1711546200,27.27,27.5486,26.77,27.26,,27.5486,26.77,27.26,30.515406863162475,30.51528722027239,30.51528722027239,30.51528722027239,3539510,28.216,28.204599999999992,,41.56316142619924,46.85298218377111,,,,,,,AI
1711632600,27.12,27.7497,27.0301,27.07,,27.7497,27.0301,27.07,30.5157628315901,30.5154046192076,30.5154046192076,30.5154046192076,3108461,28.013,28.259199999999996,28.013,40.81292586838829,45.83752544819039,,,,,,,AI
1711978200,27.0,27.1,26.08,26.4,,27.1,26.08,26.4,30.516403726741203,30.51562026790782,30.51562026790782,30.51562026790782,4118915,27.761000000000003,28.305999999999997,,38.194751065465454,44.80710232936267,,,,,,,AI
1712064600,25.72,25.85,25.12,25.76,,25.85,25.12,25.76,30.517482619826616,30.516000158666856,30.516000158666856,30.516000158666856,4119230,27.432,28.324999999999992,,35.83024444523207,43.64791006077324,,,,,,,AI
1712151000,25.58,25.705,25.22,25.33,,25.705,25.22,25.33,30.518987330629308,30.516605231224688,30.516605231224688,30.516605231224688,3802824,27.136000000000003,28.302799999999998,,34.29410890186632,42.44745858439294,,,,,,,AI
1712237400,25.79,26.07,24.92,25.02,,26.07,24.92,25.02,30.521104242132434,30.517520991117618,30.517520991117618,30.517520991117618,5908849,26.773,28.274799999999992,,33.189377262415576,41.44232091776906,,,,,,,AI
1712323800,24.71,25.29,24.59,25.16,,25.29,24.59,25.16,30.523888552854288,30.518834252549343,30.518834252549343,30.518834252549343,4111499,26.451,28.26919999999999,,34.219958982463865,40.54906874507334,,,,,,,AI
1712583000,25.41,25.67,24.96,24.97,,25.67,24.96,24.97,30.527376839849463,30.5206275527962,30.5206275527962,30.5206275527962,2957574,26.166,28.26499999999999,,33.465484967485054,39.56866394295498,,,,,,,AI
1712669400,25.0,25.1684,24.51,24.93,,25.1684,24.51,24.93,30.531804947070697,30.52300838075928,30.52300838075928,30.52300838075928,3465308,25.896,28.261199999999995,,33.299033547362754,38.7521922098964,,,,,,,AI
1712755800,24.25,24.295,23.47,23.61,,24.295,23.47,23.61,30.28999999152637,30.486748056707167,30.486748056707167,30.486748056707167,6830556,25.550999999999995,28.212199999999992,,28.297168344845545,37.476120996676805,,,,,,,AI
1712842200,23.68,23.85,23.095,23.67,,23.85,23.095,23.67,30.289999982171143,30.450360280286844,30.450360280286844,30.450360280286844,4994039,25.191999999999997,28.175,,28.820548192059675,36.30504500060712,,,,,,,AI
1712928600,23.17,23.37,22.22,22.43,,23.37,22.22,22.43,29.69999999538561,30.320600521346467,30.320600521346467,30.320600521346467,6088318,24.727999999999994,28.127999999999997,,24.792807396441432,34.98771557545222,,,,,,,AI
1713187800,22.3,22.43,20.81,20.84,,22.43,20.81,20.84,28.90499999614601,30.06640214358678,30.06640214358678,30.06640214358678,7112267,24.171999999999997,28.04579999999999,,20.782194049216173,33.432552973832486,,,,,,,AI
1713274200,20.57,20.93,20.23,20.5,,20.93,20.23,20.5,28.7349999919232,29.79100150306192,29.79100150306192,29.79100150306192,6070275,23.645999999999997,27.95539999999999,,20.035816429899327,31.97125577709578,,,20.035816429899327,,,,AI
1713360600,20.54,21.11,20.34,20.6,,21.11,20.34,20.6,28.73499995055001,29.52889894355135,29.52889894355135,29.52889894355135,5053262,23.172999999999995,27.88499999999999,,20.935222945963105,30.497831599936056,,,,,,,AI
1713447000,20.58,21.4,20.45,20.87,,21.4,20.45,20.87,28.734999860393906,29.2907627262372,29.2907627262372,29.2907627262372,4690740,22.757999999999992,27.782199999999992,,23.439116745912457,29.256845234044924,,,,,,,AI
1713533400,20.58,21.35,20.5387,20.72,,21.35,20.5387,20.72,28.7349995968539,29.088443006702413,29.088443006702413,29.088443006702413,4428365,22.313999999999997,27.679999999999996,,23.00326921055836,28.17173938726584,,,,,,,AI
1713792600,20.85,21.67,20.57,21.57,,21.67,20.57,21.57,28.734999220734235,28.931851298611196,28.931851298611196,28.931851298611196,4489365,21.974,27.57459999999999,,30.85014821306564,27.81601822782539,,,,,,,AI
1713879000,21.62,22.63,21.62,22.33,,22.63,21.62,22.33,28.7349986066638,28.82540314717451,28.82540314717451,28.82540314717451,5100882,21.71399999999999,27.451799999999995,,37.02947721767725,28.011401678954737,,,,,,,AI
1713965400,22.95,23.11,21.89,22.35,,23.11,21.89,22.35,28.734997643522444,28.76559529021896,28.76559529021896,28.76559529021896,5393449,21.587999999999997,27.275199999999995,,37.188547842197735,28.297056720367756,,,,,,,AI
1714051800,21.5,22.19,21.33,22.16,,22.19,21.33,22.16,28.734996187448257,28.7413589642589,28.7413589642589,28.7413589642589,3291782,21.436999999999998,27.143599999999992,,36.25165732745576,28.442178030724317,,,,,,,AI
1714138200,22.29,22.84,22.085,22.83,,22.84,22.085,22.83,28.734993051312927,28.735697801952885,28.735697801952885,28.735697801952885,4153264,21.477,27.0154,,41.81804929978395,29.03878976874567,,,,,,,AI
1714397400,23.13,23.53,22.73,23.1,,23.53,22.73,23.1,28.73498790459864,28.73515771755528,28.73515771755528,28.73515771755528,3511882,21.703,26.876599999999996,,43.942337873364615,29.79902579203152,,,,,,,AI
1714483800,22.84,23.09,22.48,22.53,,23.09,22.48,22.53,28.73498063813716,28.735154811217917,28.735154811217917,28.735154811217917,3899640,21.905999999999995,26.752599999999997,,40.57433523467746,30.675966284162367,,,,,,,AI
