time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),Gaussian Moving Average,Gaussian Moving Average,Gaussian Moving Average,,Volume,Short MA,Long MA,Cross,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1746639000,5629.99,5631.24,5606.03,5610.87,NaN,5631.24,5606.03,5610.87,5640.423356373101,5641.2602020702225,5641.2602020702225,5641.2602020702225,135363360,5618.913000000006,5648.59080000001,NaN,44.90628850202281,46.02940379628875,NaN,NaN,NaN,NaN,NaN,NaN
1746640800,5609.56,5620.69,5578.64,5596.78,NaN,5620.69,5578.64,5596.78,5639.77445413416,5640.964682385206,5640.964682385206,5640.964682385206,185258890,5617.901000000006,5646.9278000000095,NaN,40.982973473496216,45.7457661566443,NaN,NaN,40.982973473496216,NaN,NaN,NaN
1746642600,5596.99,5628,5591.42,5625.48,NaN,5628,5591.42,5625.48,5640.357870299128,5640.780929121357,5640.780929121357,5640.780929121357,189908700,5617.336000000006,5645.93080000001,NaN,50.47439747251373,45.998239100790514,NaN,NaN,NaN,NaN,NaN,NaN
1746644400,5625.32,5625.92,5595.28,5596.29,NaN,5625.92,5595.28,5596.29,5639.323278744815,5640.46401578206,5640.46401578206,5640.46401578206,175405920,5613.4110000000055,5644.57920000001,NaN,42.91480956959715,45.7708128467353,NaN,NaN,NaN,NaN,NaN,NaN
1746646200,5596.21,5654.73,5593.11,5630.31,NaN,5654.73,5593.11,5630.31,5639.976835701503,5640.282517082908,5640.282517082908,5640.282517082908,535733730,5615.284000000005,5643.58760000001,NaN,51.947687976402875,46.58241258656348,NaN,NaN,NaN,NaN,NaN,NaN
1746648000,5630.7,5631.28,5630.5,5631.27,NaN,5631.28,5630.5,5631.27,5639.607801776716,5640.076916008255,5640.076916008255,5640.076916008255,485354540,5617.570000000006,5642.417200000009,NaN,52.17764953052325,47.376494020106456,NaN,NaN,NaN,NaN,NaN,NaN
1746711000,5669.27,5672.98,5653.6,5658.85,NaN,5672.98,5653.6,5658.85,5639.781443362003,5639.939063167438,5639.939063167438,5639.939063167438,316431789,5621.854000000006,5641.746000000009,NaN,58.34521237345367,47.98292932670201,NaN,NaN,NaN,NaN,NaN,NaN
1746712800,5659.54,5665.24,5641.26,5661.56,NaN,5665.24,5641.26,5661.56,5639.367326673437,5639.778849314563,5639.778849314563,5639.778849314563,231359930,5627.111000000006,5641.2700000000095,NaN,58.90602849968101,48.52764373493516,NaN,NaN,NaN,NaN,NaN,NaN
1746714600,5661.83,5668.54,5635.38,5642.86,NaN,5668.54,5635.38,5642.86,5638.339124045958,5639.497913678802,5639.497913678802,5639.497913678802,218543170,5628.4290000000055,5640.332800000009,NaN,53.54855172417293,49.211857785471416,NaN,NaN,NaN,NaN,NaN,NaN
1746716400,5642.73,5686.72,5638.93,5679.5,NaN,5686.72,5638.93,5679.5,5640.262881719913,5639.556075664977,5639.556075664977,5639.556075664977,193012240,5633.377000000006,5640.038600000011,NaN,61.02774319283748,50.49282358883338,NaN,NaN,NaN,NaN,NaN,NaN
1746718200,5678.91,5712.42,5673.12,5700.96,NaN,5712.42,5673.12,5700.96,5648.284265907539,5640.912406816514,5640.912406816514,5640.912406816514,212304660,5642.386000000005,5640.2956000000095,5642.386000000005,64.6207868796761,51.83172488822885,NaN,NaN,NaN,NaN,NaN,NaN
